2026-07-13 08:05:54 +05 СООБЩЕНИЕ:  система БД была выключена: 2026-07-13 00:53:28 +05
2026-07-13 09:15:58 +05 СООБЩЕНИЕ:  контрольная точка завершена: записано буферов: 33 (0.2%), записано SLRU-буферов: 1; добавлено файлов WAL 0, удалено: 0, переработано: 0; запись=3.668 сек., синхр.=0.452 сек., всего=4.244 сек.; синхронизировано_файлов=34, самая_долгая_синхр.=0.061 сек., средняя=0.014 сек.; расстояние=38 КБ, ожидалось=238 КБ; lsn=0/1ADFF7A0, lsn redo=0/1ADFF748
2026-07-13 11:05:54 +05 СООБЩЕНИЕ:  начата контрольная точка: time
2026-07-13 11:06:06 +05 СООБЩЕНИЕ:  контрольная точка завершена: записано буферов: 96 (0.6%), записано SLRU-буферов: 1; добавлено файлов WAL 0, удалено: 0, переработано: 0; запись=11.047 сек., синхр.=0.396 сек., всего=11.681 сек.; синхронизировано_файлов=73, самая_долгая_синхр.=0.021 сек., средняя=0.006 сек.; расстояние=587 КБ, ожидалось=587 КБ; lsn=0/1AE925C8, lsn redo=0/1AE92538
2026-07-13 11:20:54 +05 СООБЩЕНИЕ:  начата контрольная точка: time
2026-07-13 11:20:54 +05 СООБЩЕНИЕ:  контрольная точка завершена: записано буферов: 2 (0.0%), записано SLRU-буферов: 0; добавлено файлов WAL 0, удалено: 0, переработано: 0; запись=0.216 сек., синхр.=0.046 сек., всего=0.391 сек.; синхронизировано_файлов=2, самая_долгая_синхр.=0.031 сек., средняя=0.023 сек.; расстояние=12 КБ, ожидалось=529 КБ; lsn=0/1AE955A8, lsn redo=0/1AE95550
2026-07-13 11:25:54 +05 СООБЩЕНИЕ:  начата контрольная точка: time
2026-07-13 11:25:56 +05 СООБЩЕНИЕ:  контрольная точка завершена: записано буферов: 13 (0.1%), записано SLRU-буферов: 1; добавлено файлов WAL 0, удалено: 0, переработано: 0; запись=1.446 сек., синхр.=0.193 сек., всего=1.748 сек.; синхронизировано_файлов=10, самая_долгая_синхр.=0.077 сек., средняя=0.020 сек.; расстояние=48 КБ, ожидалось=481 КБ; lsn=0/1AEA1818, lsn redo=0/1AEA17C0
2026-07-13 11:30:54 +05 СООБЩЕНИЕ:  начата контрольная точка: time
2026-07-13 11:30:58 +05 СООБЩЕНИЕ:  контрольная точка завершена: записано буферов: 32 (0.2%), записано SLRU-буферов: 2; добавлено файлов WAL 0, удалено: 0, переработано: 0; запись=3.526 сек., синхр.=0.262 сек., всего=3.928 сек.; синхронизировано_файлов=22, самая_долгая_синхр.=0.034 сек., средняя=0.012 сек.; расстояние=8 КБ, ожидалось=434 КБ; lsn=0/1AEA3998, lsn redo=0/1AEA3908
2026-07-13 11:40:54 +05 СООБЩЕНИЕ:  начата контрольная точка: time
2026-07-13 11:40:54 +05 СООБЩЕНИЕ:  контрольная точка завершена: записано буферов: 1 (0.0%), записано SLRU-буферов: 1; добавлено файлов WAL 0, удалено: 0, переработано: 0; запись=0.113 сек., синхр.=0.056 сек., всего=0.294 сек.; синхронизировано_файлов=2, самая_долгая_синхр.=0.035 сек., средняя=0.028 сек.; расстояние=1 КБ, ожидалось=391 КБ; lsn=0/1AEA3EB8, lsn redo=0/1AEA3E60
2026-07-13 11:45:54 +05 СООБЩЕНИЕ:  начата контрольная точка: time
2026-07-13 11:45:55 +05 СООБЩЕНИЕ:  контрольная точка завершена: записано буферов: 6 (0.0%), записано SLRU-буферов: 1; добавлено файлов WAL 0, удалено: 0, переработано: 0; запись=0.676 сек., синхр.=0.203 сек., всего=0.999 сек.; синхронизировано_файлов=7, самая_долгая_синхр.=0.067 сек., средняя=0.029 сек.; расстояние=5 КБ, ожидалось=352 КБ; lsn=0/1AEA5690, lsn redo=0/1AEA5638
2026-07-13 12:00:54 +05 СООБЩЕНИЕ:  начата контрольная точка: time
2026-07-13 12:00:55 +05 СООБЩЕНИЕ:  контрольная точка завершена: записано буферов: 5 (0.0%), записано SLRU-буферов: 1; добавлено файлов WAL 0, удалено: 0, переработано: 0; запись=0.551 сек., синхр.=0.162 сек., всего=0.833 сек.; синхронизировано_файлов=6, самая_долгая_синхр.=0.052 сек., средняя=0.027 сек.; расстояние=4 КБ, ожидалось=317 КБ; lsn=0/1AEA6A30, lsn redo=0/1AEA69D8
2026-07-13 12:20:54 +05 СООБЩЕНИЕ:  начата контрольная точка: time
2026-07-13 12:20:57 +05 СООБЩЕНИЕ:  контрольная точка завершена: записано буферов: 20 (0.1%), записано SLRU-буферов: 2; добавлено файлов WAL 0, удалено: 0, переработано: 0; запись=2.215 сек., синхр.=0.581 сек., всего=2.917 сек.; синхронизировано_файлов=21, самая_долгая_синхр.=0.034 сек., средняя=0.028 сек.; расстояние=20 КБ, ожидалось=288 КБ; lsn=0/1AEABAA8, lsn redo=0/1AEABA50
2026-07-13 20:30:27 +05 СООБЩЕНИЕ:  выключение
2026-07-13 20:30:27 +05 ОШИБКА:  выполнение оператора отменено по запросу пользователя
2026-07-13 20:30:27 +05 СООБЩЕНИЕ:  начата контрольная точка: shutdown immediate
2026-07-13 20:30:27 +05 СООБЩЕНИЕ:  контрольная точка завершена: записано буферов: 0 (0.0%), записано SLRU-буферов: 0; добавлено файлов WAL 0, удалено: 0, переработано: 0; запись=0.001 сек., синхр.=0.001 сек., всего=0.325 сек.; синхронизировано_файлов=0, самая_долгая_синхр.=0.000 сек., средняя=0.000 сек.; расстояние=0 КБ, ожидалось=259 КБ; lsn=0/1AEABB58, lsn redo=0/1AEABB58
